section_id,circle,section,queries_tried,geocode_status,query_used,n_candidates,lat,lon,osm_name,osm_category,osm_type,osm_place_rank,osm_importance,other_candidates,geocode_source,retry_decision
CYBERCITY_BALAJI_NAGAR,CYBERCITY,BALAJI NAGAR,1,found,"Balaji Nagar, Hyderabad",3.0,17.4821906,78.4096963,"Balaji Nagar, KPHB Colony, Ward 115 Balaji Nagar, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Kukatpally mandal, Medchal–Malkajgiri, Telangana, 500047, India",place,neighbourhood,24.0,0.0800683627069504,"[{""score"": 5.34, ""km_from_expected"": 2.34, ""query"": ""Balaji Nagar, Kondapur"", ""lat"": 17.4413554, ""lon"": 78.388307, ""name"": ""Balaji Hyderabad Mithai Bhandar, Cyber Towers - Madhapur Main Road, Vittal Rao Nagar, Madhapur, Ward 104 Kondapur, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 800081, India"", ""category"": ""amenity"", ""type"": ""fast_food"", ""place_rank"": 30}, {""score"": 5.91, ""km_from_expected"": 2.91, ""query"": ""Balaji Nagar, Kondapur"", ""lat"": 17.4396893, ""lon"": 78.3940188, ""name"": ""Sri Laxmi Balaji Womens Hostel, Cyber Towers - Madhapur Main Road, Vittal Rao Nagar, Madhapur, Ward 104 Kondapur, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 800081, India"", ""category"": ""tourism"", ""type"": ""hostel"", ""place_rank"": 30}, {""score"": 10.15, ""km_from_expected"": 10.15, ""query"": ""Balaji Nagar, Hyderabad"", ""lat"": 17.3839683, ""lon"": 78.430958, ""name"": ""Balaji Nagar, Ward 71 Gudimalkapur, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Asif Nagar mandal, Hyderabad, Telangana, 500264, India"", ""category"": ""place"", ""type"": ""neighbourhood"", ""place_rank"": 24}, {""score"": 20.57, ""km_from_expected"": 20.57, ""query"": ""Balaji Nagar"", ""lat"": 17.5148928, ""lon"": 78.557151, ""name"": ""Balaji Nagar, Alwal mandal, Medchal\u2013Malkajgiri, Telangana, 500087, India"", ""category"": ""place"", ""type"": ""suburb"", ""place_rank"": 19}]",retry,retry accepted (score 4.8 vs 10.1)
CYBERCITY_CHANDA_NAGAR,CYBERCITY,CHANDA NAGAR,1,found,"Chanda Nagar, Hyderabad, Telangana",3.0,17.4534764,78.3943669,"FinTown, 2 nd floor plot no-658, Survey of India Colony Chanda Naik Nagar, HITEC City, Ward 107 Madhapur, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 500081, India",landuse,commercial,24.0,0.0800683627069504,"[{""name"": ""Chanda Nagar Police Station, Chandanagar - RC Puram BHEL Rd Mumbai Highway, Gowtami Nagar Colony, Ward 110 Chandanagar, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 500050, India"", ""lat"": ""17.4962433"", ""lon"": ""78.3249086""}, {""name"": ""sharada vidyaniketan, 1764, Papireddy Nagar, Chanda Nagar, Hyderabad, Telangana 500050, Diamonds block walkway, Aarambh Township, Chandanagar, Lingampally, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 500019, India"", ""lat"": ""17.4832930"", ""lon"": ""78.3300281""}]",first run,
CYBERCITY_CHEVELLA,CYBERCITY,CHEVELLA,2,found,"Chevella, Telangana",1.0,17.3062296,78.1370079,"Chevella mandal, Ranga Reddy, Telangana, 501503, India",boundary,administrative,12.0,0.0453945790960071,[],first run,retry not better (score 39.6 vs 39.6) - kept first run
CYBERCITY_CHILKUR,CYBERCITY,CHILKUR,1,found,"Chilkur, Hyderabad, Telangana",1.0,17.4577733,78.3710193,"Chilkur Balaji Food Court, HITEC City–Kondapur Main Road, jubilee gardens, Kondapur, Ward 107 Madhapur, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 500084, India",amenity,food_court,30.0,6.836270695043896e-05,[],first run,retry not better (score 3.6 vs 3.6) - kept first run
CYBERCITY_GACHIBOWLI,CYBERCITY,GACHIBOWLI,1,found,"Gachibowli, Hyderabad, Telangana",1.0,17.4436222,78.3519638,"Gachibowli, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 500032, India",place,suburb,19.0,0.3838260202847378,[],first run,
CYBERCITY_HAFEEZPET,CYBERCITY,HAFEEZPET,1,found,"Hafeezpet, Hyderabad, Telangana",1.0,17.4834409,78.3611316,"Hafeezpet, Ward 107 Madhapur, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 500049, India",place,neighbourhood,24.0,0.3664006366375216,[],first run,
CYBERCITY_IBRAHIMBAGH,CYBERCITY,IBRAHIMBAGH,1,found,"Ibrahimbagh, Hyderabad, Telangana",1.0,17.3767677,78.381442,"Ibrahimbagh Road, Ward 66 Langar Houz, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Gandipet mandal, Ranga Reddy, Telangana, 500031, India",highway,residential,26.0,0.0534016960402837,[],first run,retry not better (score 12.3 vs 12.3) - kept first run
CYBERCITY_KONDAPUR,CYBERCITY,KONDAPUR,1,found,"Kondapur, Hyderabad, Telangana",1.0,17.4587912,78.3730556,"Kondapur, Ward 107 Madhapur, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 500084, India",place,suburb,19.0,0.1467350293736171,[],first run,
CYBERCITY_K_P_H_B_COLONY,CYBERCITY,K P H B COLONY,1,found,"KPHB Colony, Hyderabad",1.0,17.4922068,78.3973638,"KPHB Colony, Ward 115 Balaji Nagar, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Kukatpally mandal, Medchal–Malkajgiri, Telangana, 500072, India",place,suburb,19.0,0.0534016960402837,"[{""score"": 8.14, ""km_from_expected"": 5.14, ""query"": ""KPHB Colony, Hyderabad"", ""lat"": 17.4938025, ""lon"": 78.4017651, ""name"": ""KPHB Colony, Nizampet - JNTU Road Mumbai Highway, Satavahana Nagar, Ward 123 Hydernagar, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Kukatpally mandal, Medchal\u2013Malkajgiri, Telangana, 500072, India"", ""category"": ""railway"", ""type"": ""station"", ""place_rank"": 30}, {""score"": 28.34, ""km_from_expected"": 20.34, ""query"": ""K P H B Colony, Hyderabad"", ""lat"": 17.4582681, ""lon"": 78.5648135, ""name"": ""A.P.H.B Colony Main Road, Mangapuram Colony, Ward 4 Meerpet H.B Colony, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Uppal mandal, Medchal\u2013Malkajgiri, Telangana, 500040, India"", ""category"": ""highway"", ""type"": ""tertiary"", ""place_rank"": 26}]",retry,retry accepted (score 4.7 vs 28.3)
CYBERCITY_MOKILA,CYBERCITY,MOKILA,2,found,"Mokila, Telangana",1.0,17.4263216,78.1880987,"Mokila, Shankarpalle mandal, Ranga Reddy, Telangana, India",place,village,19.0,0.146704168001831,[],first run,
CYBERCITY_NALLAGANDLA,CYBERCITY,NALLAGANDLA,1,found,"Nallagandla, Hyderabad, Telangana",2.0,17.4774828,78.3060359,"Nallagandla, Chandanagar, Lingampally, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 500019, India",place,neighbourhood,24.0,0.0800683627069504,"[{""name"": ""Nallagandla Chervu, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, India"", ""lat"": ""17.4689276"", ""lon"": ""78.3154189""}]",first run,
CYBERCITY_NARSINGI,CYBERCITY,NARSINGI,2,found,"Narsingi, Telangana",1.0,17.3915187,78.3598924,"Narsingi, Manchirevula, Gandipet mandal, Ranga Reddy, Telangana, 500089, India",place,suburb,19.0,0.3676067579119553,[],first run,retry not better (score 7.5 vs 7.5) - kept first run
CYBERCITY_SHANKAR_PALLY,CYBERCITY,SHANKAR PALLY,2,found,Shankarpalli,,17.4531904,78.1320742,"Shankarpalli, Shankarpalle mandal, Ranga Reddy, Telangana, 502201, India",place,village,19.0,,"[{""score"": 27.9, ""km_from_expected"": 24.9, ""query"": ""Shankarpally"", ""lat"": 17.455813, ""lon"": 78.1311217, ""name"": ""Bus stand SHANKARPALLY, Brahmagupta Road, Shankarpalli, Shankarpalle mandal, Ranga Reddy, Telangana, 502201, India"", ""category"": ""amenity"", ""type"": ""bus_station"", ""place_rank"": 30}, {""score"": 27.95, ""km_from_expected"": 24.95, ""query"": ""Shankarpalli"", ""lat"": 17.4505553, ""lon"": 78.1307931, ""name"": ""Shankarpalli, Shankarpalli Road, Shankarpalli, Shankarpalle mandal, Ranga Reddy, Telangana, 502201, India"", ""category"": ""railway"", ""type"": ""station"", ""place_rank"": 30}, {""score"": 32.92, ""km_from_expected"": 24.92, ""query"": ""Shankarpally"", ""lat"": 17.4567289, ""lon"": 78.1310146, ""name"": ""Government Homoeo Dispenary, Shankarpally (NRHM), Brahmagupta Road, Shankarpalli, Shankarpalle mandal, Ranga Reddy, Telangana, 502201, India"", ""category"": ""amenity"", ""type"": ""doctors"", ""place_rank"": 30}, {""score"": 33.0, ""km_from_expected"": 25.0, ""query"": ""Shankarpally"", ""lat"": 17.4561596, ""lon"": 78.1302488, ""name"": ""Primary Health Centre, Shankarpally, Brahmagupta Road, Shankarpalli, Shankarpalle mandal, Vikarabad, Telangana, 501203, India"", ""category"": ""amenity"", ""type"": ""clinic"", ""place_rank"": 30}]",retry,retry accepted (first run found nothing)
CYBERCITY_TARANAGAR,CYBERCITY,TARANAGAR,1,found,"Taranagar, Hyderabad, Telangana",3.0,17.4926497,78.3184691,"Taranagar, Ward 110 Chandanagar, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 500050, India",place,neighbourhood,24.0,0.0800683627069504,"[{""name"": ""Taranagar, Old Bombay Road, Sivaji Nagar, Ward 110 Chandanagar, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 500019, India"", ""lat"": ""17.4895282"", ""lon"": ""78.3193095""}, {""name"": ""Taranagar, Tuljabhavani street, Taranagar, Chandanagar, Lingampally, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 500019, India"", ""lat"": ""17.4904133"", ""lon"": ""78.3169547""}]",first run,
CYBERCITY_VASANTH_NAGAR,CYBERCITY,VASANTH NAGAR,1,found,"Vasanth Nagar, Hyderabad, Telangana",1.0,17.4938648,78.3862078,"Vasanth Nagar, Ward 114 KPHB Colony, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Kukatpally mandal, Medchal–Malkajgiri, Telangana, 500085, India",place,neighbourhood,24.0,0.0800683627069504,[],first run,
CYBERCITY_WHITE_FIELD,CYBERCITY,WHITE FIELD,3,found,"Whitefields Kondapur, Hyderabad, Telangana",1.0,17.4543363,78.36589,"Whitefields, Kothaguda, Ward 104 Kondapur, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 500084, India",place,neighbourhood,24.0,0.0800683627069504,[],first run,
HABSIGUDA_A_S_RAO_NAGAR,HABSIGUDA,A S RAO NAGAR,1,found,"A S Rao Nagar, Hyderabad, Telangana",1.0,17.4799497,78.5568336,"A.S. Rao Nagar, Sainikpuri-ECIL Main Road, Vijayapuri, Ward 2 Dr A S Rao Nagar, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Kapra mandal, Medchal–Malkajgiri, Telangana, 500062, India",highway,bus_stop,30.0,6.836270695043896e-05,[],first run,
HABSIGUDA_BODUPPAL,HABSIGUDA,BODUPPAL,1,found,"Boduppal, Hyderabad, Telangana",3.0,17.3988408,78.5366218,"Boduppal-IV, Satyanarayana Swamy Temple Road, Nehru Nagar, Ward 9 Ramanthapur, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Uppal mandal, Medchal–Malkajgiri, Telangana, 500013, India",amenity,childcare,30.0,6.836270695043896e-05,"[{""name"": ""Bangaru Maisamma Temple, Boduppal, Near Municipalty Office, Boduppal Road, Sri Lakshmi Nagar Colony, Boduppal, Hyderabad, Medipally mandal, Medchal\u2013Malkajgiri, Telangana, 500092, India"", ""lat"": ""17.4206252"", ""lon"": ""78.5852335""}, {""name"": ""Municipality Office Boduppal, Bayyanna Nagar, Boduppal Road, Sri Lakshmi Nagar Colony, Boduppal, Hyderabad, Medipally mandal, Medchal\u2013Malkajgiri, Telangana, 500092, India"", ""lat"": ""17.4199886"", ""lon"": ""78.5846351""}]",first run,
HABSIGUDA_CHERLAPALLY_I,HABSIGUDA,CHERLAPALLY-I,1,found,"Cherlapally-I, Hyderabad, Telangana",1.0,17.4687455,78.6024858,"Cherlapally, Ward 3 Cherlapally, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Kapra mandal, Medchal–Malkajgiri, Telangana, 500083, India",place,suburb,19.0,0.3678453393566702,[],first run,
HABSIGUDA_CHERLAPALLY_II,HABSIGUDA,CHERLAPALLY-II,1,found,"Cherlapally-Ii, Hyderabad, Telangana",1.0,17.4687455,78.6024858,"Cherlapally, Ward 3 Cherlapally, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Kapra mandal, Medchal–Malkajgiri, Telangana, 500083, India",place,suburb,19.0,0.3678453393566702,[],first run,
HABSIGUDA_CHILKANAGAR,HABSIGUDA,CHILKANAGAR,1,found,"Chilkanagar, Hyderabad, Telangana",3.0,17.4223943,78.5636233,"Chilkanagar Main Road, Dharmapuri Colony, Uppal, Ward 7 Chilka Nagar, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Uppal mandal, Medchal–Malkajgiri, Telangana, 500039, India",highway,secondary,26.0,0.0534016960402837,"[{""name"": ""Chilkanagar Main Road, Beerappaguda, Ward 10 Uppal, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Uppal mandal, Medchal\u2013Malkajgiri, Telangana, 500039, India"", ""lat"": ""17.4061835"", ""lon"": ""78.5645628""}, {""name"": ""Chilkanagar-II (Ward no-7), Chilkanagar Main Road, Dharmapuri Colony, Uppal, Ward 7 Chilka Nagar, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Uppal mandal, Medchal\u2013Malkajgiri, Telangana, 500039, India"", ""lat"": ""17.4204471"", ""lon"": ""78.5619450""}]",first run,
HABSIGUDA_GHATKESAR,HABSIGUDA,GHATKESAR,2,found,"Ghatkesar, Telangana",1.0,17.4510837,78.6843022,"Ghatkesar mandal, Medchal–Malkajgiri, Telangana, India",boundary,administrative,12.0,0.3744111978871486,[],first run,retry rejected: name doesn't match (Hyderabad-Janagam Highway)
HABSIGUDA_HABSIGUDA,HABSIGUDA,HABSIGUDA,1,found,"Habsiguda, Hyderabad, Telangana",2.0,17.4154761,78.5426918,"Habsiguda, Ward 8 Habsiguda, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Uppal mandal, Medchal–Malkajgiri, Telangana, 500007, India",place,suburb,19.0,0.3668857539234569,"[{""name"": ""Habsiguda, Habsiguda Main Road, Kakatiya Nagar, Habsiguda, Ward 8 Habsiguda, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Uppal mandal, Medchal\u2013Malkajgiri, Telangana, 500007, India"", ""lat"": ""17.4201800"", ""lon"": ""78.5405480""}]",first run,
HABSIGUDA_KEESARA,HABSIGUDA,KEESARA,2,found,"Keesara, Telangana",1.0,17.5249309,78.6665345,"Keesara, Keesara mandal, Medchal–Malkajgiri, Telangana, 501303, India",place,town,18.0,0.3697233328141787,[],first run,
HABSIGUDA_KUSHAIGUDA,HABSIGUDA,KUSHAIGUDA,1,found,"Kushaiguda, Hyderabad, Telangana",1.0,17.4825451,78.5726444,"Kushaiguda, Ward 3 Cherlapally, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Kapra mandal, Medchal–Malkajgiri, Telangana, 500062, India",place,suburb,19.0,0.3649233439058235,[],first run,
